"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","Cloud Amount Sat","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"11","1004.9","1007.4","1005.8","2025/08/11 23:48:00","1003.7","2025/08/11 16:07:00","29.3","31.5","2025/08/11 11:30:00","27.8","2025/08/11 05:31:00","25.3","79","70","2025/08/11 13:10:00","5.0","230","12.9","240","2025/08/11 10:41:00","0.0","0.0","0.0","--","0.0","--","10.6","81.4","26.10","30.0","/","11","2025/08/11 12:00:00","5.3","7.3","29.4","29.8","30.5","30.4","30.0","29.4","28.2"
"12","1005.5","1008.0","1006.4","2025/08/12 08:49:00","1004.6","2025/08/12 16:31:00","29.3","31.8","2025/08/12 11:35:00","27.3","2025/08/12 04:24:00","25.3","79","65","2025/08/12 09:45:00","3.1","50","12.9","50","2025/08/12 23:41:00","0.0","0.0","0.0","--","0.0","--","6.4","49.2","19.77","28.8","/","10","2025/08/12 12:00:00","8.0","6.9","29.3","29.9","30.5","30.4","30.1","29.5","28.3"
"13","1000.0","1002.4","1005.3","2025/08/13 00:01:00","993.3","2025/08/13 17:04:00","30.7","34.2","2025/08/13 12:54:00","27.8","2025/08/13 05:47:00","23.1","65","49","2025/08/13 12:51:00","9.0","60","26.4","70","2025/08/13 13:11:00","0.0","0.0","0.0","--","0.0","--","8.8","67.8","24.39","28.8","/","11","2025/08/13 13:00:00","7.0","6.8","29.0","29.3","30.2","30.1","30.0","29.5","28.4"
"14","1007.0","1009.4","1008.8","2025/08/14 21:26:00","1004.2","2025/08/14 00:01:00","30.1","32.7","2025/08/14 11:03:00","26.9","2025/08/14 05:58:00","24.2","71","54","2025/08/14 09:55:00","3.2","330","10.7","20","2025/08/14 01:05:00","0.0","0.0","0.0","--","0.0","--","10.3","79.5","26.65","21.5","/","11","2025/08/14 12:00:00","4.8","3.7","29.7","29.9","30.6","30.5","30.0","29.5","28.5"
"15","1006.3","1008.7","1007.4","2025/08/15 09:15:00","1005.0","2025/08/15 17:04:00","30.0","33.7","2025/08/15 15:56:00","27.0","2025/08/15 05:40:00","23.1","67","49","2025/08/15 15:58:00","4.2","80","15.1","70","2025/08/15 18:09:00","0.0","0.0","0.0","--","0.0","--","9.4","72.6","26.03","21.8","/","10","2025/08/15 13:00:00","7.5","3.2","29.6","30.0","30.7","30.7","30.4","29.8","28.6"
"16","1006.1","1008.5","1008.0","2025/08/16 09:15:00","1004.3","2025/08/16 17:05:00","30.8","36.0","2025/08/16 12:51:00","26.1","2025/08/16 05:52:00","22.3","62","44","2025/08/16 14:14:00","4.3","70","15.1","80","2025/08/16 14:56:00","0.0","0.0","0.0","--","0.0","--","11.7","90.6","26.75","20.3","/","10","2025/08/16 12:00:00","4.5","0.7","29.3","30.0","30.8","30.8","30.5","29.9","28.7"
"17","1008.3","1010.7","1009.9","2025/08/17 21:37:00","1006.3","2025/08/17 00:30:00","29.9","33.0","2025/08/17 15:43:00","26.1","2025/08/17 05:34:00","23.5","69","55","2025/08/17 15:46:00","2.4","40","8.8","10","2025/08/17 14:06:00","0.0","0.0","0.0","--","0.0","--","9.8","76.0","25.65","17.0","/","9","2025/08/17 12:00:00","5.8","2.0","30.1","30.4","31.2","31.1","30.7","30.0","28.8"
"18","1010.3","1012.8","1011.6","2025/08/18 09:12:00","1009.2","2025/08/18 17:16:00","29.1","31.6","2025/08/18 12:44:00","26.7","2025/08/18 04:18:00","24.9","78","67","2025/08/18 11:56:00","2.7","50","8.2","280","2025/08/18 11:44:00","0.0","0.0","0.0","--","0.0","--","10.7","83.1","26.74","16.0","/","10","2025/08/18 13:00:00","4.8","1.6","30.2","30.6","31.3","31.3","30.9","30.2","28.9"
"19","1009.8","1012.3","1010.8","2025/08/19 00:01:00","1008.5","2025/08/19 16:13:00","29.1","31.0","2025/08/19 09:54:00","27.0","2025/08/19 05:25:00","25.3","80","67","2025/08/19 09:59:00","3.4","250","9.0","240","2025/08/19 23:58:00","0.0","0.0","0.0","--","0.0","--","11.4","88.7","26.50","21.5","/","10","2025/08/19 12:00:00","5.8","4.7","30.3","30.6","31.4","31.4","31.1","30.4","29.1"
"20","1008.5","1010.9","1009.4","2025/08/20 00:01:00","1007.2","2025/08/20 03:41:00","28.7","32.1","2025/08/20 09:51:00","25.6","2025/08/20 23:58:00","23.6","74","60","2025/08/20 09:03:00","4.1","220","10.9","250","2025/08/20 13:25:00","0.0","0.0","0.0","--","0.0","--","6.4","49.9","19.81","30.0","/","10","2025/08/20 13:00:00","6.0","7.1","29.8","30.3","31.1","31.2","31.1","30.5","29.2"
"21","1009.0","1011.4","1010.4","2025/08/21 08:29:00","1007.1","2025/08/21 18:28:00","28.7","31.7","2025/08/21 11:02:00","25.1","2025/08/21 02:02:00","23.1","72","56","2025/08/21 07:55:00","3.2","250","10.1","260","2025/08/21 13:52:00","0.0","0.0","0.0","--","0.0","--","11.0","85.9","27.14","30.0","/","10","2025/08/21 12:00:00","3.3","2.4","29.4","29.7","30.5","30.5","30.6","30.3","29.3"
"22","1007.9","1010.4","1009.4","2025/08/22 08:59:00","1006.0","2025/08/22 16:52:00","29.1","32.9","2025/08/22 12:56:00","26.1","2025/08/22 05:09:00","25.1","79","62","2025/08/22 13:00:00","2.1","40","8.5","40","2025/08/22 14:52:00","0.0","0.0","0.0","--","0.0","--","11.6","90.7","25.53","18.5","/","10","2025/08/22 12:00:00","2.0","0.1","30.0","30.3","31.1","31.0","30.8","30.3","29.2"
"23","1007.9","1010.3","1009.4","2025/08/23 23:16:00","1006.4","2025/08/23 17:18:00","28.8","31.8","2025/08/23 13:38:00","26.3","2025/08/23 05:06:00","25.7","83","63","2025/08/23 11:56:00","2.3","320","7.4","300","2025/08/23 13:31:00","0.0","0.0","0.0","--","0.0","--","11.8","92.5","26.79","15.0","/","10","2025/08/23 12:00:00","1.8","0.1","30.1","30.5","31.3","31.3","31.0","30.4","29.3"
"24","1008.5","1011.0","1010.1","2025/08/24 09:03:00","1005.9","2025/08/24 16:39:00","29.3","32.7","2025/08/24 13:43:00","26.6","2025/08/24 05:38:00","26.2","84","66","2025/08/24 12:51:00","2.5","220","8.3","20","2025/08/24 14:59:00","0.0","0.0","0.0","--","0.0","--","11.1","87.2","23.73","23.0","/","9","2025/08/24 13:00:00","6.0","2.6","30.3","30.7","31.4","31.4","31.2","30.5","29.4"
"25","1007.7","1010.2","1009.2","2025/08/25 06:23:00","1004.6","2025/08/25 17:07:00","30.6","36.0","2025/08/25 15:06:00","26.9","2025/08/25 04:09:00","23.9","68","46","2025/08/25 15:09:00","2.8","30","9.2","80","2025/08/25 15:16:00","0.0","0.0","0.0","--","0.0","--","11.1","87.3","26.47","27.5","/","10","2025/08/25 13:00:00","2.5","1.2","30.3","30.7","31.6","31.5","31.3","30.6","29.4"
"26","1007.0","1009.4","1008.7","2025/08/26 01:08:00","1004.5","2025/08/26 16:54:00","30.4","35.0","2025/08/26 15:30:00","27.2","2025/08/26 06:10:00","23.4","67","45","2025/08/26 15:31:00","3.5","20","15.3","60","2025/08/26 14:30:00","0.0","0.0","0.0","--","0.0","--","11.9","93.8","27.27","26.3","/","9","2025/08/26 12:00:00","3.3","4.6","30.3","30.7","31.6","31.6","31.4","30.7","29.5"
"27","1006.3","1008.8","1007.7","2025/08/27 14:51:00","1004.9","2025/08/27 04:17:00","28.2","31.9","2025/08/27 11:39:00","25.1","2025/08/27 15:58:00","23.6","76","61","2025/08/27 08:45:00","2.8","70","9.3","50","2025/08/27 21:19:00","T","1.1","T","2025/08/27 13:32:00","T","2025/08/27 13:32:00","5.6","44.2","16.12","25.0","/","10","2025/08/27 12:00:00","8.0","8.0","29.4","30.1","30.9","31.0","31.3","30.8","29.6"
"28","1006.0","1008.4","1007.0","2025/08/28 22:19:00","1005.0","2025/08/28 03:32:00","28.9","31.9","2025/08/28 13:06:00","25.1","2025/08/28 05:53:00","24.6","77","67","2025/08/28 13:06:00","2.2","320","8.3","300","2025/08/28 13:21:00","0.0","0.0","0.0","--","0.0","--","12.2","96.4","26.07","22.8","/","10","2025/08/28 12:00:00","4.3","2.9","29.6","29.8","30.5","30.4","30.6","30.4","29.7"
"29","1007.7","1010.2","1009.4","2025/08/29 09:01:00","1006.2","2025/08/29 17:01:00","30.3","34.8","2025/08/29 14:10:00","26.9","2025/08/29 05:25:00","23.5","67","52","2025/08/29 13:30:00","2.2","140","7.4","290","2025/08/29 11:47:00","0.0","0.0","0.0","--","0.0","--","10.9","86.4","24.98","17.0","/","9","2025/08/29 12:00:00","5.0","0.4","30.2","30.4","31.1","31.0","30.9","30.4","29.6"
"30","1008.8","1011.2","1010.3","2025/08/30 08:57:00","1006.9","2025/08/30 17:30:00","29.4","32.5","2025/08/30 12:32:00","26.4","2025/08/30 05:55:00","24.5","75","60","2025/08/30 16:36:00","2.1","330","8.7","340","2025/08/30 14:13:00","0.0","0.0","0.0","--","0.0","--","10.8","85.8","25.16","15.0","/","8","2025/08/30 12:00:00","7.3","4.5","30.3","30.6","31.3","31.3","31.2","30.6","29.6"
"31","1007.1","1009.5","1008.6","2025/08/31 09:40:00","1005.0","2025/08/31 16:44:00","29.2","32.3","2025/08/31 12:54:00","26.1","2025/08/31 05:55:00","24.6","76","63","2025/08/31 12:44:00","2.0","230","6.7","300","2025/08/31 12:50:00","0.0","0.0","0.0","--","0.0","--","10.4","82.7","25.45","15.0","/","9","2025/08/31 12:00:00","6.5","5.6","30.4","30.6","31.4","31.4","31.3","30.7","29.7"
