"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","Cloud Amount Sat","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"11","1015.2","1017.7","1018.4","2025/03/11 10:25:00","1011.4","2025/03/11 15:10:00","17.7","25.9","2025/03/11 14:25:00","15.1","2025/03/11 00:19:00","16.4","93","62","2025/03/11 14:24:00","2.5","40","8.7","30","2025/03/11 10:46:00","T","0.3","T","2025/03/11 04:11:00","T","2025/03/11 04:11:00","5.6","47.3","16.31","6.6","2.1","9","2025/03/11 13:00:00","7.3","7.0","17.8","18.0","18.4","18.3","17.8","17.6","18.1"
"12","1011.9","1014.4","1014.5","2025/03/12 08:32:00","1009.6","2025/03/12 15:45:00","20.7","27.6","2025/03/12 12:29:00","16.6","2025/03/12 01:30:00","18.4","87","57","2025/03/12 12:21:00","1.7","290","7.4","230","2025/03/12 12:25:00","0.0","0.0","0.0","--","0.0","--","8.3","70.2","21.29","10.3","-1.7","10","2025/03/12 13:00:00","7.0","7.7","19.8","19.8","20.1","19.9","18.9","18.3","18.3"
"13","1012.6","1015.2","1015.4","2025/03/13 10:46:00","1010.7","2025/03/13 02:51:00","18.9","21.8","2025/03/13 00:21:00","16.4","2025/03/13 18:23:00","18.2","96","87","2025/03/13 00:21:00","3.3","50","10.8","50","2025/03/13 18:27:00","29.0","6.4","5.5","2025/03/13 09:03:00","10.5","2025/03/13 08:35:00","0.0","0.0","4.16","4.3","-1.8","5","2025/03/13 12:00:00","9.5","9.8","19.4","19.9","20.2","20.2","19.8","19.1","18.6"
"14","1013.5","1016.1","1016.5","2025/03/14 09:19:00","1011.8","2025/03/14 16:14:00","16.7","20.6","2025/03/14 14:27:00","15.3","2025/03/14 07:26:00","16.3","97","87","2025/03/14 14:32:00","4.5","40","12.2","40","2025/03/14 09:52:00","5.0","2.5","2.5","2025/03/14 10:44:00","3.0","2025/03/14 10:36:00","0.3","2.5","5.05","8.3","-1.0","5","2025/03/14 15:00:00","10.0","9.9","17.7","18.4","18.8","18.9","19.2","19.0","18.9"
"15","1012.9","1015.5","1016.4","2025/03/15 23:56:00","1010.6","2025/03/15 15:31:00","16.0","18.9","2025/03/15 09:49:00","13.6","2025/03/15 22:00:00","15.0","94","83","2025/03/15 19:22:00","4.7","50","14.8","60","2025/03/15 20:42:00","45.5","6.4","7.5","2025/03/15 03:40:00","12.5","2025/03/15 10:18:00","0.0","0.0","3.44","11.5","-1.6","2","2025/03/15 14:00:00","10.0","10.0","16.9","17.7","18.2","18.3","18.8","18.6","18.7"
"16","1018.7","1021.3","1020.7","2025/03/16 20:58:00","1015.9","2025/03/16 02:37:00","13.5","15.4","2025/03/16 14:34:00","12.7","2025/03/16 21:11:00","8.1","71","56","2025/03/16 14:50:00","7.3","50","15.3","50","2025/03/16 17:02:00","7.5","3.9","2.5","2025/03/16 00:40:00","5.5","2025/03/16 00:21:00","1.1","9.2","9.59","18.0","3.4","7","2025/03/16 13:00:00","9.5","9.5","13.5","15.3","16.1","16.5","17.8","17.7","18.2"
"17","1019.2","1021.8","1022.1","2025/03/17 09:07:00","1017.4","2025/03/17 16:01:00","12.6","13.7","2025/03/17 00:58:00","12.0","2025/03/17 12:43:00","5.9","64","59","2025/03/17 15:08:00","7.7","50","18.9","60","2025/03/17 02:14:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","4.88","12.0","2.2","3","2025/03/17 15:00:00","10.0","10.0","11.9","13.5","14.3","14.7","16.5","17.1","17.9"
"18","1020.4","1023.0","1021.9","2025/03/18 11:05:00","1018.6","2025/03/18 00:27:00","14.3","16.4","2025/03/18 11:06:00","12.5","2025/03/18 21:03:00","5.7","57","41","2025/03/18 13:07:00","4.9","60","13.6","60","2025/03/18 16:00:00","0.0","0.0","0.0","--","0.0","--","2.3","19.2","9.05","19.0","3.1","5","2025/03/18 11:00:00","7.5","7.6","12.7","13.9","14.5","14.6","15.8","16.7","17.7"
"19","1022.3","1024.9","1024.2","2025/03/19 09:32:00","1020.8","2025/03/19 14:45:00","15.3","18.7","2025/03/19 12:23:00","12.6","2025/03/19 00:24:00","7.5","60","50","2025/03/19 02:39:00","7.3","60","18.7","40","2025/03/19 13:19:00","0.0","0.0","0.0","--","0.0","--","9.5","78.9","23.29","13.0","5.1","10","2025/03/19 12:00:00","3.8","5.0","13.3","14.3","14.9","14.9","15.7","16.5","17.7"
"20","1022.2","1024.8","1024.3","2025/03/20 08:02:00","1020.5","2025/03/20 17:23:00","15.6","19.4","2025/03/20 11:52:00","12.3","2025/03/20 04:54:00","7.6","59","39","2025/03/20 09:41:00","5.5","60","16.8","40","2025/03/20 12:43:00","0.0","0.0","0.0","--","0.0","--","11.3","93.7","25.54","19.3","5.1","10","2025/03/20 13:00:00","0.3","2.3","13.8","14.8","15.5","15.6","16.1","16.6","17.7"
"21","1020.0","1022.6","1022.5","2025/03/21 08:28:00","1017.7","2025/03/21 15:30:00","16.6","22.0","2025/03/21 10:14:00","10.4","2025/03/21 05:37:00","7.6","58","23","2025/03/21 10:11:00","3.9","40","13.5","40","2025/03/21 13:16:00","0.0","0.0","0.0","--","0.0","--","11.3","93.5","25.72","32.5","5.2","10","2025/03/21 13:00:00","0.0","2.4","14.5","15.3","16.0","16.0","16.4","16.7","17.7"
"22","1017.8","1020.3","1020.4","2025/03/22 07:28:00","1015.8","2025/03/22 17:05:00","16.5","21.8","2025/03/22 13:57:00","9.9","2025/03/22 04:26:00","10.5","69","41","2025/03/22 14:52:00","2.1","40","7.9","40","2025/03/22 16:22:00","0.0","0.0","0.0","--","0.0","--","11.6","96.1","26.26","30.0","3.8","10","2025/03/22 13:00:00","0.0","2.5","15.3","16.0","16.6","16.7","16.8","16.9","17.8"
"23","1014.7","1017.3","1017.6","2025/03/23 07:54:00","1012.4","2025/03/23 15:06:00","19.0","23.0","2025/03/23 12:41:00","13.7","2025/03/23 00:29:00","13.4","70","42","2025/03/23 14:29:00","2.2","220","5.4","310","2025/03/23 14:49:00","0.0","0.0","0.0","--","0.0","--","11.2","92.3","24.57","23.0","4.8","9","2025/03/23 13:00:00","0.0","2.3","17.2","17.5","18.0","17.9","17.6","17.3","17.8"
"24","1010.2","1012.8","1012.7","2025/03/24 00:01:00","1008.3","2025/03/24 15:59:00","21.1","24.4","2025/03/24 12:22:00","16.6","2025/03/24 00:19:00","16.0","73","54","2025/03/24 09:30:00","4.2","250","11.0","260","2025/03/24 13:58:00","0.0","0.0","0.0","--","0.0","--","10.9","89.6","23.78","19.3","3.3","9","2025/03/24 13:00:00","0.0","2.3","18.7","18.7","19.1","19.0","18.4","17.8","18.0"
"25","1006.6","1009.1","1009.0","2025/03/25 00:01:00","1004.3","2025/03/25 17:12:00","22.5","25.2","2025/03/25 12:01:00","19.4","2025/03/25 05:17:00","18.9","80","70","2025/03/25 08:55:00","4.5","200","12.3","250","2025/03/25 13:46:00","0.0","0.0","0.0","--","0.0","--","11.1","91.1","24.04","19.3","3.5","10","2025/03/25 12:00:00","1.0","2.9","20.3","20.1","20.4","20.3","19.3","18.5","18.3"
"26","1004.7","1007.2","1006.5","2025/03/26 09:50:00","1002.7","2025/03/26 15:50:00","23.8","26.2","2025/03/26 11:14:00","20.6","2025/03/26 05:58:00","20.9","84","75","2025/03/26 08:14:00","5.9","230","14.4","220","2025/03/26 09:23:00","0.0","0.0","0.0","--","0.0","--","5.7","46.7","19.04","15.0","3.4","9","2025/03/26 12:00:00","7.8","5.3","21.5","21.3","21.5","21.2","20.2","19.2","18.6"
"27","1003.2","1005.7","1005.2","2025/03/27 23:30:00","1000.9","2025/03/27 15:30:00","25.3","27.3","2025/03/27 12:06:00","24.1","2025/03/27 04:44:00","21.9","82","75","2025/03/27 20:33:00","9.9","250","20.4","240","2025/03/27 17:17:00","0.0","0.0","0.0","--","0.0","--","7.4","60.5","23.03","14.0","-8.0","11","2025/03/27 13:00:00","6.0","8.2","22.8","22.7","23.0","22.7","21.2","20.0","18.9"
"28","1012.2","1014.8","1016.9","2025/03/28 23:59:00","1004.9","2025/03/28 00:22:00","17.5","25.8","2025/03/28 00:38:00","14.7","2025/03/28 23:46:00","14.9","85","69","2025/03/28 00:29:00","9.5","50","21.3","60","2025/03/28 20:33:00","T","8.3","T","2025/03/28 05:02:00","T","2025/03/28 05:02:00","0.0","0.0","2.38","10.0","-1.4","2","2025/03/28 13:00:00","10.0","9.3","18.3","20.2","20.9","21.2","21.4","20.6","19.4"
"29","1017.6","1020.2","1019.5","2025/03/29 23:48:00","1016.2","2025/03/29 04:13:00","14.4","15.6","2025/03/29 10:16:00","13.2","2025/03/29 04:58:00","11.7","84","76","2025/03/29 17:27:00","10.7","50","20.8","60","2025/03/29 19:19:00","0.5","8.7","0.5","2025/03/29 03:26:00","0.5","2025/03/29 03:26:00","0.0","0.0","2.20","19.0","-0.8","1","2025/03/29 11:00:00","10.0","9.3","15.1","16.7","17.6","17.9","19.4","19.8","19.7"
"30","1019.4","1022.0","1020.8","2025/03/30 10:09:00","1018.0","2025/03/30 23:50:00","13.1","14.1","2025/03/30 00:01:00","12.3","2025/03/30 16:15:00","12.0","93","88","2025/03/30 18:17:00","10.6","50","21.9","40","2025/03/30 13:55:00","34.5","23.9","2.0","2025/03/30 04:29:00","6.5","2025/03/30 03:46:00","0.0","0.0","1.47","6.8","/","1","2025/03/30 13:00:00","10.0","10.0","14.0","15.3","16.0","16.4","18.0","18.8","19.6"
"31","1016.5","1019.1","1018.3","2025/03/31 00:02:00","1014.3","2025/03/31 16:21:00","14.4","15.6","2025/03/31 09:30:00","13.5","2025/03/31 20:16:00","13.4","94","90","2025/03/31 18:09:00","8.3","50","18.3","40","2025/03/31 04:59:00","40.5","22.3","2.0","2025/03/31 04:15:00","7.0","2025/03/31 19:15:00","0.0","0.0","0.93","6.5","/","1","2025/03/31 11:00:00","10.0","10.0","14.6","15.2","15.7","15.9","17.1","17.6","18.2"
